Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,42927,,
Mouse ID,15644,,
Disposition,"going in circles, poor health, hydrocephalus",,
Sex,Female,,
Strain,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
BD,42890,,
Sac Date,42927,,
Age at Sac,37,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42892,,
Virus 1,LV:NF1,,
Virus 2,CRE,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,42912,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Atrxf/f; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
