Mouse Necropsy information sheet,...2,...3,...4
Initials,BP,,
Today's Date,42933,,
Mouse ID,15693,,
Disposition,"Hunched,lethargic, domed head",,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox;Pten f/f,,
BD,42893,,
Sac Date,42933,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42893,,
Virus 1,V5P53R273C,,
Virus 2,IDH1R132H,,
Virus 3,PDGFA,,
Virus 4,Cre,,
Evidence of tumor?,yes,,
Date Tumor reported,42921,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox;Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Severe hydrocephaly and malformation of the cortex,,
,,,
