Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42593,,
Mouse ID,10934,,
Disposition,"T1- R-scapula, T2- nape of neck (ulcerated); Normal behavior; sac'd due to ulcerated tumor",,
Sex,Male,,
Strain,All Alleles,,
BD,42538,,
Sac Date,42593,,
Age at Sac,55,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42540,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42578,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf f/f; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- R-scapula, T2- nape of neck (ulcerated); Normal behavior; sac'd due to ulcerated tumor",,
,Skull intact,,
,Organs appeared normal except lungs,,
,One lobe of lungs w/visible nodule,,
,2 cryogenics & 2 cell lines attempted per tumor,,
