Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42573,,
Mouse ID,10635,,
Disposition,Normal Disposition; T1--located at right clavicle; ulcerated.,,
Sex,Male,,
Strain,DCT-TVA; Braf het,,
BD,42523,,
Sac Date,42573,,
Age at Sac,50,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42524,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42562,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal Disposition; T1--located at right clavicle; ulcerated.,,
,Skull intact,,
,Other organs appeared normal.,,
,TVA negative so reclipped tail for re-genotyping,,
,3 cryogenics attempted for tumor 1; 1 cell line attempted.,,
