Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,43206,,
Mouse ID,18214,,
Disposition,Poor health,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43174,,
Sac Date,43206,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43176,,
Virus 1,Tre3-IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Tetoff-IRES-Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43187,,
Treated?,No,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
