Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42952,,
Mouse ID,15572,,
Disposition,Normal disposition; sac'd due to tumor size; T1- b/w ears; T2 - right scapula,,
Sex,Female,,
Strain,All Alleles,,
BD,42886,,
Sac Date,42952,,
Age at Sac,66,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42887,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42933,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumor,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,1 noted,,
Additional comments,Normal disposition; sac'd due to tumor size; T1- b/w ears; T2 - right scapula,,
,Brain and skull were in tact.,,
,All other organs appeared normal.,,
,T1 - 3 cryogenics and 1 cell line attempted; T2 - no cryos and 1 cell line attempted.,,
