Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43075,,
Mouse ID,16909,,
Disposition,Normal disposition; sac'd due to tumor size. Tumor 1 located right front elbow; T2 located nape of neck,,
Sex,Male,,
Strain,All Alleles,,
BD,43014,,
Sac Date,43075,,
Age at Sac,60,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43015,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43061,,
Dox Tx?,Yes,,
Duration of Dox Tx,14,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,One nodule noted,,
Additional comments,Normal disposition; sac'd due to tumor size. Tumor 1 located right front elbow; T2 located nape of neck,,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,2 cryos T1 and 1 cell line attempted; 3 cryos taken T2 and 1 cell line attempted,,
