Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42998,,
Mouse ID,16411,,
Disposition,"poor health, lethargic, ungroomed",,
Sex,Male,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42951,,
Sac Date,42998,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42952,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42996,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
