Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42863,,
Mouse ID,14486,,
Disposition,Active and groomed but two large tumors on neck/scapula.,,
Sex,Femail,,
Strain,DCT-TVA: BRaf WT,,
BD,42802,,
Sac Date,42863,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42803,,
Virus 1,NRasQR ires Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42844,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Skull was intact, lung appeared normal.  Cell line started",,
,,,
