Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42577,,
Mouse ID,10803,,
Disposition,"T1--upper back, midline; T2--proximal to left ear",,
Sex,Female,,
Strain,All Alleles,,
BD,42533,,
Sac Date,42577,,
Age at Sac,44,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42534,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1--upper back, midline; T2--proximal to left ear",,
,Skull intact,,
,Brain was mushy but intact,,
,All other organs appeared normal,,
,"3 cryogenics, 1 cell line attempted for both primary tumors",,
