Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43143,,
Mouse ID,17635,,
Disposition,Normal disposition; sac'd due ulcerated tumor; T1 - behind L ear,,
Sex,Male,,
Strain,All Alleles,,
BD,43101,,
Sac Date,43143,,
Age at Sac,42,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43103,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43137,,
Dox Tx?,Yes,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes noted,,
Additional comments,Normal disposition; sac'd due ulcerated tumor; T1 - behind L ear,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,No cryos anc 1 cell line attempted,,
