Mouse Necropsy information sheet,...2,...3,...4
Initials,MS for SS,,
Today's Date,42723,,
Mouse ID,11376,,
Disposition,"Slightly lethargic, sacrificed due to tumor size",,
Sex,Male,,
Strain,Ink WT,,
BD,42568,,
Sac Date,42723,,
Age at Sac,155,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,"7/18, 7/202/2016",,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,"Yes, three - two on head and one on left mid-torso",,
Date Tumor reported,42696,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor cryopreserved,,
,"Skull intact.  Tumors had a very spongy consistency, similar to cartilage in appearance, very white, and no vascularization.  They looked like lipomas.",,
,Cell line establishment was unsuccessful.  (1/4/17),,
