Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,44186,,
Mouse ID,24859,,
Disposition,T1 -- R-neck,,
Disposition,,,
Disposition,Reason for sac: tumor ulceration,,
Disposition,Normal behavior,,
Treatment,BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,
Sex,Male,`,
Strain,All Alleles,,
BD,44099,,
Sac Date,44186,,
Age at Sac,87,,
Injection Date,44101,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,T1: Sample taken for flow cytometry,,
,T1: Cell line attempted,,
,T1: Cryogenic (2 samples),,
,Blood taken,,
