Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42653,,
Mouse ID,11753,,
Disposition,"Ulcerated tumor on the left side of face weighing down mouse, pulsating body, able to still be alert",,
Sex,Female,,
Strain,All alleles,,
BD,42600,,
Sac Date,42660,,
Age at Sac,60,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,819//2016,,
Virus 1,RCAS myrAkt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42650,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Skull intact. Lungs had some small nodes upon visual inspection. Heavy tumor on left side of face. Extremely ulcerated. 2 tumor chunks froze down, 1 cell line started.",,
,,,
