Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42947,,
Mouse ID,15574,,
Disposition,Normal disposition; sac'd due to tumor size; T1- R arm,,
Sex,Female,,
Strain,All Alleles,,
BD,42886,,
Sac Date,42947,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42887,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42940,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumor,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Normal disposition; sac'd due to tumor size; T1- R arm,,
,Brain and skull were in tact.,,
,All other organs appeared normal.,,
,3 cryogenics and 1 cell line attempted,,
