Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42947,,
Mouse ID,15464,,
Disposition,Slightly lethargic; difficulty breathing; sac'd due to poor health; T1-between ears,,
Sex,Female,,
Strain,All Alleles,,
BD,42876,,
Sac Date,42947,,
Age at Sac,71,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42877,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42914,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Slightly lethargic; difficulty breathing; sac'd due to poor health; T1-between ears,,
,Brain and skull were in tact.,,
,Lungs had small nodules present.,,
,Heart was slightly enlarged.,,
,All other organs appeared normal.,,
,1 cryogenic was attempted for tumor due to not much viable tissue present (becoming necrotic). No cell lines were attempted.,,
