Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42943,,
Mouse ID,15465,,
Disposition,Normal disposition; sac'd due to ulcerated tumor; T1- right side right scapula; T2 - left rear leg (ulcerated),,
Sex,Male,,
Strain,All Alleles,,
BD,42876,,
Sac Date,42943,,
Age at Sac,67,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42877,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42914,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Normal disposition; sac'd due to ulcerated tumor; T1- right side right scapula; T2 - left rear leg (ulcerated),,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,"T1- 2 cryo, 1 cell line; T2- 1 cryo, 1 cell line",,
