Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,43185,,
Mouse ID,17804,,
Disposition,"Large domed head, Hunched, lethargic",,
Sex,Male,,
Strain,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
BD,43125,,
Sac Date,43185,,
Age at Sac,60,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43127,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,NA,,
Treated?,Yes T+O,,
Duration of Dox,NA,,
Genotype,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"enlarged brain, animal dosed with T+O 3 hrs prior to sac",,
,,,
