Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43213,,
Mouse ID,17995,,
Disposition,Sac'd due to tumor size. T1 - spanned from top of head to left flank,,
Sex,Male,,
Strain,All Alleles,,
BD,43152,,
Sac Date,43213,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43154,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43203,,
Dox Tx?,No,,
Duration of Dox Tx,None - tumor did not reach 1000 mm^3,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Sac'd due to tumor size. T1 - spanned from top of head to left flank,,
,Brain and skull were in tact.,,
,Spleen appeared enlarged,,
,Excess fatty tissue around stomach and kidneys,,
,3 cryos and 1 cell line attempted,,
