Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,43194,,
Mouse ID,14589,,
Disposition,"Poor health, wound on left shoulder",,
Sex,Female,,
Strain,N-TVA; pten f/f; Ink4a f/f,,
BD,42808,,
Sac Date,43194,,
Age at Sac,386,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42809,,
Virus 1,TRE3-BRAF,,
Virus 2,TETOFF,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,1st: 4/5/2017 2nd: 3/7/2018,,
Dox Tx?,Yes,,
Duration of Dox Tx,362 days,,
Genotype,N-TVA; pten f/f; Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Tumor in cerebellum, tumor cell line started",,
,,,
