Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42619,,
Mouse ID,11663,,
Disposition,Paralyzed rear legs; no primary tumor found,,
Sex,Male,,
Strain,All Alleles,,
BD,42590,,
Sac Date,42619,,
Age at Sac,29,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42591,,
Virus 1,RCAS HA-Akt2 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Paralyzed rear legs; no primary tumor found,,
,Skull intact,,
,Organs looked normal except lungs had small nodes present,,
,No cell lines or cryogenics,,
