Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,43061,,
Mouse ID,14270,,
Disposition,"Potential small tumor on back of head/neck, also looked a little bit like a wart. Otherwise healthy and active in cage.",,
Sex,Male,,
Strain,Ink WT,,
BD,42786,,
Sac Date,43060,,
Age at Sac,274,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42788,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43018,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, heart, lungs, kidneys, spleen, liver, tumor (?)",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L appeared healthy.,,
,Skull intact.,,
,"Tumor looked slightly wart like, histology should reveal what it is.",,
