Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43490,,
Mouse ID,19102,,
Disposition,T1 -- Right scapula; T2 -- Left scapula,,
Disposition,Sac'd due to tumor size,,
Treatment,BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43391,,
Sac Date,43490,,
Age at Sac,99,,
Injection Date,43392,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs",,
,All organs appeared normal,,
,1 cryo for each tumor,,
,1 cell line attempted for each tumor,,
