Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42773,,
Mouse ID,12364,,
Disposition,No tumor- wart on right side of  face. Otherwise healthy.,,
Sex,Male,,
Strain,Ink WT,,
BD,42646,,
Sac Date,42773,,
Age at Sac,127,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42647,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L appeared healthy,,
,skull intact,,
,Seemingly no health problems apart from face wart.,,
