Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42843,,
Mouse ID,14239,,
Disposition,"Active and groomed, large tumor on back of head around ears.",,
Sex,Female,,
Strain,All alleles,,
BD,42784,,
Sac Date,42843,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42785,,
Virus 1,RCAS HA mYB1 S100D,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42831,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was solid and not ulcerating. Appeared to be composed of 3 or 4 chunks.,,
,Cell line attempted.,,
,2 tumor chunks frozen in cryovials,,
,Skull intact,,
,Some possible small lung nodules.,,
