Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,43096,,
Mouse ID,17272,,
Disposition,Barely breathing; T1- R scapula,,
Sex,Male,,
Strain,All Alleles,,
BD,43056,,
Sac Date,43096,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43056,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43090,,
Dox Tx?,Yes,,
Duration of Dox Tx,6,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Barely breathing; T1- R scapula,,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,1 cryogenic (accidentally mixed up cell line tube with another mouse),,
