Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42608,,
Mouse ID,10994,,
Disposition,Sluggish/buggy disposition; T1- L scapula and back,,
Sex,Female,,
Strain,All Alleles,,
BD,42546,,
Sac Date,42608,,
Age at Sac,62,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42548,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42591,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca/ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sluggish/buggy disposition; T1- L scapula and back,,
,Skull intact,,
,Other organs appeared normal,,
,3 cryogenics &  1 cell line attempted,,
