Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42857,,
Mouse ID,14898,,
Disposition,Paralyzed rear legs and lethargic. No tumor evident.,,
Sex,Female,,
Strain,All alleles,,
BD,42832,,
Sac Date,42857,,
Age at Sac,25,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42832,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes(?),,
Date Tumor reported,Found at necropsy,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor(?)/ear",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L healthy by gross inspection,,
,"Skull was intact, blood in brain",,
,No tumor chunks frozen or cell line attempted.,,
,No obvious flaw in spine that would have led to paralysis.,,
,"Potential tumor forming around left ear-- if present, it is very small.",,
