Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43010,,
Mouse ID,16150,,
Disposition,"Sac'd due to ulcerated tumor T2, located mid back region. T1 was at the base of skull",,
Sex,Female,,
Strain,All Alleles,,
BD,42930,,
Sac Date,43010,,
Age at Sac,80,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42930,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42992,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,A few tiny white nodules. Extremely small,,
Additional comments,"Sac'd due to ulcerated tumor T2, located mid back region. T1 was at the base of skull",,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1 -  1 cryo and 1 cell line; T2 - no cryos and 1 cell line,,
,Did not take final tumor measurement,,
