Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43495,,
Mouse ID,19360,,
Disposition,T1 -- L-ear (tiny),,
Disposition,Sac'd due to illness,,
Treatment,Never enrollled -- illness prior to enrollment,,
Sex,Male,,
Strain,All Alleles,,
BD,43445,,
Sac Date,43495,,
Age at Sac,50,,
Injection Date,43813,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, Intestine",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, Intestine",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, T1, Intestine",,
,"Intestinal tumor (Marked ""D"" = Duodenum on FFPE block)",,
,All organs appeared normal except lungs and intestines,,
,No cryos or cell lines attempted,,
