Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42724,,
Mouse ID,12626,,
Disposition,"Normal disposition, sac'd due to tumor size; T1- R scapula; T2- L ear",,
Sex,Male,,
Strain,All alleles,,
BD,42667,,
Sac Date,42724,,
Age at Sac,57,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42669,,
Virus 1,RCAS HA-Akt2 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42709,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition, sac'd due to tumor size; T1- R scapula; T2- L ear",,
,Skull and brain were in tact.,,
,All other organs appeared normal.,,
,T1- 2 cryogenics & 1 cell line attempted; T2- 1 cell line,,
