Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42621,,
Mouse ID,11359,,
Disposition,Lethargic disposition with small tumors; T1- base of skull; T2- R scapula; T3- under belly,,
Sex,Male,,
Strain,All Alleles,,
BD,42567,,
Sac Date,42620,,
Age at Sac,53,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42569,,
Virus 1,RCAS HA-Akt3 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, kidneys, liver, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Lethargic disposition with small tumors; T1- base of skull; T2- R scapula; T3- under belly,,
,Skull intact,,
,Organs appeared normal except the heart/lung complex had a large mass growing off it but separate from the primary tumors,,
,1 cell line attempted per tumor,,
