Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43105,,
Mouse ID,17118,,
Disposition,"Leaning heavily to one side, thin",,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43038,,
Sac Date,43105,,
Age at Sac,67,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43038,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,N/A,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"brain, blood",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Treated with T+O, squishy skull and brain",,
,,,
