Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42634,,
Mouse ID,11664,,
Disposition,"Sac'd due to tumor size; normal disposition; T1- R arm; T2- head; T3- nape of neck, small",,
Sex,Male,,
Strain,All Alleles,,
BD,42590,,
Sac Date,42634,,
Age at Sac,44,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42591,,
Virus 1,RCAS HA-Akt2 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3+),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Sac'd due to tumor size; normal disposition; T1- R arm; T2- head; T3- nape of neck, small",,
,Skull intact,,
,Organs looked normal,,
,"T1- 2 cryos and 1 cell line; T2- 1 cryo, 1 cell line; T3- 1 cell line",,
