Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43805,,
Mouse ID,21328,,
Disposition,T1 -- L shoulder,,
Disposition,Sac'd due to tumor size,,
,,,
Disposition,,,
Treatment,,,
Sex,Female,,
Strain,All Alleles,,
BD,43732,,
Sac Date,43805,,
Age at Sac,73,,
Injection Date,43735,,
Virus 1,RCAS myrAkt1 & Cre (2:1 ratio),,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull was intact,,
,Organs appeared normal,,
,1 cyrogenic,,
