Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42947,,
Mouse ID,15915,,
Disposition,"Large primary tumor on top of head, forcing eyes shut. Otherwise appeared normal in behavior, maybe slightly lethargic.",,
Sex,Female,,
Strain,All alleles,,
BD,42908,,
Sac Date,42947,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42909,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42934,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Despite large tumor pushing down on skull, skull appeared intact and the tumor didn't seem to penetrate the skull",,
,Small nodule on one of lungs.,,
,Tumor chunks frozen and cell line attempted.,,
