Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,43000,,
Mouse ID,16137,,
Disposition,Normal disposition; sac'd due to ulcerated tumor. T1- left side,,
Sex,Female,,
Strain,All Alleles,,
BD,42927,,
Sac Date,43000,,
Age at Sac,73,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42930,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42989,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,N/A,,
Additional comments,Normal disposition; sac'd due to ulcerated tumor. T1- left side,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1-  1 cell line; Tumor too small for cryogenic,,
