Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42754,,
Mouse ID,13120,,
Disposition,Normal disposition; sac'd due to tumor size; T1- R ear; T2- between ears,,
Sex,Female,,
Strain,All alleles,,
BD,42708,,
Sac Date,42754,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42708,,
Virus 1,RCAS HA-Akt1 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor size; T1- R ear; T2- between ears,,
,Skull was intact,,
,All other organs appeared normal--except lungs had spots present,,
,T1- 2 cryogenics & 1 cell line; T2- 1 cryo & 1 cell line,,
