Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43526,,
Mouse ID,19476,,
Disposition,"Sac'd due to illness / lethargy, mouse died minutes prior to euthanasia",,
Disposition,T1 -- ventral side of neck,,
Disposition,T2 -- right ear,,
Disposition,Had been given final dose but only ~30 min prior to death,,
Treatment,AKTi only,,
Sex,Female,,
Strain,All Alleles,,
BD,43467,,
Sac Date,43526,,
Age at Sac,59,,
Injection Date,43469,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for B/L, T1, T2",,
,1 cryo and 1 cell line attempted for T1,,
,All organs appeared normal,,
