Mouse Necropsy information sheet,...2,...3,...4
Initials,KT/CS,,
Today's Date,43153,,
Mouse ID,17632,,
Disposition,"Labored breathing, non active disposition; Sac'd due to ulcerated tumor; T1- L ear",,
Sex,Female,,
Strain,All Alleles,,
BD,43101,,
Sac Date,43153,,
Age at Sac,52,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43103,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43143,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Labored breathing, non active disposition; Sac'd due to ulcerated tumor; T1- L ear",,
,Brain and skull were in tact.,,
,Other organs appeared normal; huge gas bubble in the stomach,,
,No cryos and 1 cell line attempted,,
