Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42863,,
Mouse ID,14771,,
Disposition,Had prolapsed anus. Otherwise healthy disposition.,,
Sex,Male,,
Strain,All alleles,,
BD,42819,,
Sac Date,42863,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42830,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (?),,
Date Tumor reported,42863,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,None,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L healthy,,
,Possible small tumor under right ear.,,
,This mouse can't be used as data point due to prolapse.,,
