Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43185,,
Mouse ID,17835,,
Disposition,"Sac'd due to partially immobilized rear left leg, irritated eye, body condition. T1 - mid back; T2 - top of head close to nose; T3 - top of head",,
Sex,Female,,
Strain,All Alleles,,
BD,43130,,
Sac Date,43185,,
Age at Sac,55,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43131,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,43178,,
Dox Tx?,No,,
Duration of Dox Tx,3 (Dox started when tumor reached 1000 mm3),,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,"Sac'd due to partially immobilized rear left leg, irritated eye, body condition. T1 - mid back; T2 - top of head close to nose; T3 - top of head",,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1 - 1 cryos and 1 cell line; T2 - 1 cell line; T3 - 1 cell line,,
,"T3 was growing off of T2, but still labeled as T3",,
