Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,43675,,
Mouse ID,20453,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; Ink4a f/f; Pten f/f,,
BD,43622,,
Sac Date,43668,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43624,,
Virus 1,Rcas-proHBEGF,,
Virus 2,Rcas-CRE,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,NA,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; Ink4a f/f; Pten f/f,,
Tissue collected,No,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,MRI scanned on 7/15: mice injected for collaboration with NYU/Osama TVA Negative,,
